smiles,fitness
CCN1C[C@H](C(=O)NCc2ccncc2)CC1=O,7.8
CC1(CC(=O)N/N=C2\C(=O)Nc3ccc(Br)cc32)OCCO1,9.4
C[C@H](Oc1cccc(C#N)c1)C(=O)OCc1nccn1C,8.4
CC(C)[C@@H](C)N(CC(F)(F)F)C(=O)c1cn(CC(=O)N(C)C)nn1,8.8
CC(=O)N1CC[C@@H]([NH2+][C@H](C)c2ccc3[nH]c(=O)[nH]c3c2)C1,9.0
C[C@H](NC(=O)c1ccccc1)C(=O)NCC1(c2ccccc2)CCC1,10.6
COC(=O)Cn1c(=O)[nH]c2ccccc2c1=O,7.9
Cc1cc(N2CCOCC2)ccc1NC(=O)N[C@@H](C)[C@@H](C)CO,9.3
C[C@@H]1CN(C2CC[NH+](Cc3cnc(N4CCOCC4)nc3)CC2)C[C@@H](C)O1,9.3
CCc1nc(CC(=O)N2CCC(n3cc[nH+]c3)CC2)cs1,7.6
Cc1ccc(C)c(C(=O)NNC(=O)[C@@H]2CCS(=O)(=O)C2)c1,9.6
Cc1nc(-c2ccc(NC(=O)[C@@H]3C=C[C@H]([NH3+])C3)cc2)co1,9.7
Cc1cc(F)cc(-c2cccc(C[NH3+])c2)c1,9.5
CCCn1c(C)nnc1Sc1nccn(CC(C)C)c1=O,7.7
CCC[C@](C)(C(=O)[O-])[C@@H]1CCO[C@]2(CCSC2)C1,7.7
CCOc1ccc(Oc2ccccc2NC(=O)Cn2nc(C)c3ccccc3c2=O)cc1,10.5
CCS(=O)(=O)[C@@H]1CSCCN1CC1(CS)CCCC1,6.5
CCOC(=O)[C@H]1CCCN(C(=O)[C@H]2C[C@H](c3ccccc3)CN(C(=O)c3cccc(F)c3)C2)C1,8.7
C[C@H]1c2ccc(O)cc2OC(=O)[C@@H]1CC(=O)N[C@@H](CC1=c2ccccc2=[NH+]C1)C(=O)[O-],12.2
O=C(NCc1ccco1)[C@H](C1CCCC1)N1CCN(C(=O)c2cccc([N+](=O)[O-])c2)CC1,9.5
O=C(COc1ccc(F)cc1Br)c1cccc(Br)c1,9.1
COc1c(F)cc(NC(=O)c2cccc(NC(=O)[C@@H]3C[C@H]3C)c2)cc1F,10.4
O=C(NC[C@H]1CC=CCC1)C(=O)Nc1cccnc1Br,9.2
CC[C@@H]([NH2+]C1CCC(O)CC1)c1ccc(OC(F)F)cc1,8.9
Cc1ccc(-c2ccc(C(=O)Nc3ccc(-c4ccc(CO)o4)cc3)o2)c([N+](=O)[O-])c1,10.5
Cc1nn(CC(C)C)c(C)c1CC(=O)O[C@H](C)C(N)=O,7.5
c1cc(SCC[C@@H]2CCC[NH2+]C2)ccn1,7.2
CCC1CCC(O)([C@@]2(C[NH3+])CCOc3ccccc32)CC1,9.7
C=C(CC)C[C@@]1(C(=O)[O-])C[C@H]2CC[C@@H]1C2,7.2
C=CCN(c1ccc(OC)cc1)S(=O)(=O)c1ccc(Cl)c(C(=O)N2CCC[C@@H](C)C2)c1,8.7
CC(=O)N1c2ccc(S(=O)(=O)N3C[C@@H](C)C[C@H](C)C3)cc2C[C@H]1C,8.8
COc1ccc([C@@H](NC(=O)N2CCOc3ccccc3C2)C2CC2)cc1,8.4
CC(=O)Nc1ccc(NC(=O)/C=C(/C)c2ccccc2F)c(Cl)c1,9.4
C[C@@H](Sc1nnc(C2CC2)n1Cc1ccccc1)C(=O)c1c[nH]c2ccccc12,11.1
O=C(NC[C@@H]1C[C@H]1c1ccccc1)C1(O)Cc2ccccc2C1,10.6
C[C@H](S[C@@H](C)c1ncc(C(C)(C)C)o1)c1ccc(C#N)cc1,8.3
COc1ccc2[nH]cc(CCNC(=S)Nc3ccccc3C)c2c1,9.8
Cc1ccc(C(=O)N2CCOCC2)cc1NCC(=O)N1CCC[C@H](C)C1,10.1
COc1ccc(S(=O)(=O)NC[C@@H]2CCN(c3ccc(F)c(F)c3)C2)cc1C,11.1
CC(C)COc1ccc(NC(=O)c2ccccc2S(=O)(=O)N2CCOCC2)cc1Cl,8.8
Cc1cccc(C)c1OCCN1C(=O)C(=O)c2cc(Cl)cc(Cl)c21,9.2
Cn1ccnc1C(=O)c1ccc(NC(=O)c2cccc(OCc3ccccc3)c2)cc1,10.7
O=C(Cc1ccccc1F)N[C@@H]1C[C@@H]1c1cccc(Cl)c1,9.8
CCc1ccc(CC)c(NC(=O)c2cc(OC)c(S(N)(=O)=O)s2)c1,8.8
COc1ccc(SCC(=O)N(Cc2ccccn2)c2nc3ccc(F)cc3s2)cc1,9.4
CN(Cc1ccc([N+](=O)[O-])o1)Cc1nccs1,7.2
CCOc1ccc(C2=C[C@@H]([C@H]3NC(c4ccc(OC)cc4)=NO3)N=N2)cc1,10.1
CN(C)c1ccc(NC(=O)NNC(=O)Cc2c(F)cccc2F)cc1,10.1
C[NH2+]CC(=O)N[C@H]1CCN2C(=O)c3cc(-c4ccsc4)ccc3NC(=O)[C@@H]2C1,9.4
CCOC(=O)C[C@@H](Br)c1ccccc1,7.0
OCC1(CNC2CC[NH+](Cc3ccc(Cl)cc3)CC2)CCOCC1,8.9
CN(CCc1cccs1)[C@H](C[NH3+])c1cc(F)c(F)c(F)c1,8.3
COc1ccc(-c2nc(NC(=O)c3ccc(-c4ccc(C(C)=O)cc4)o3)sc2C)cc1,9.6
COCc1cc(C(=O)Nc2cccc(CN(C)C(C)=O)c2)ccc1F,10.6
O=C(COCC1CC1)NCCc1ccccc1Br,7.9
CC(C)[C@@H](O)/C=C\c1cc2c(cc1Cl)OCO2,7.8
CCCCCNC(=O)[C@H](C)Oc1ccc(C#N)c(F)c1,8.1
CC(=O)Nc1ccc(/C(C)=N/OCc2ccc(C(F)(F)F)cc2)cc1,9.9
O=C(N/N=C/c1cccn1-c1ccc(F)cc1)c1ccncc1,8.9
C=CCNC(=O)N(CCc1ccccc1)Cc1ccncc1,8.7
CC(=O)N1CCc2c(sc(NC(=O)CCSc3ccc(F)cc3)c2C(N)=O)C1,10.4
Clc1ccccc1C[N@@H+]1CCC[C@H]([NH+]2CCCC2)C1,8.5
COc1ccc(S(=O)(=O)N2CCC[C@H](C(=O)N(C)Cc3ccccc3N3CCCCC3)C2)cc1,9.0
CCOc1ccc(NC(=O)[C@@H]2CC(=O)N(C)/C(=N\c3ccc(Br)cc3)S2)cc1,7.5
C[NH2+]C[C@@H](C)C(=O)N1C[C@@]2(C)C[C@@H]1CC(C)(C)C2,7.4
CCC[C@]1(C)CC(=O)NC(=O)[C@@H]1c1cccc(C)c1,7.9
CC(C)S[C@H](C[NH3+])c1cccc(Cl)c1,7.0
COc1ccc(C(=O)NNC(=O)c2ccc([N+](=O)[O-])cc2Cl)cc1OC,10.4
CCc1ccc(NC(=O)CCn2[nH]c(=O)c3ccccc3c2=O)cc1,10.4
COCc1cc(=O)[nH]c2cc(NC(=O)c3ccc(C)c(C)c3)ccc12,10.5
O=C(Cc1ccc(F)c(F)c1)N[C@@H]1C[C@@H]1c1c(F)cccc1F,10.1
CCCN[C@]1(C#N)CCC[C@H](Sc2ccccc2C)C1,8.0
CCCN1C(=O)c2ccccc2N[C@H]1c1ccccc1OC[C@@H]1CCCO1,9.8
COc1ccc(NC(=O)COc2coc(C[NH+]3CCCCCC3)cc2=O)cc1,9.4
CCOC(=O)[C@](C)(NCC(=O)N1CCCc2ccccc21)C(C)C,9.8
O=C(CCCC1CCCC1)N(Cc1ccco1)c1ccccn1,8.7
CC(=O)N[C@H]1CCCN(C(=O)N[C@H](CC(C)C)C[NH+](C)C)C1,8.1
CC(=O)Nc1cccc([C@@H](C)NC2=[NH+]CCC2)c1,9.1
CCCNS(=O)(=O)c1cc(C(N)=O)ccc1N1CCCC1,7.2
COc1ccc(-c2csc(CO)n2)cc1,7.6
O=C([O-])CCCNC(=O)COc1ccc2c3c(c(=O)oc2c1)CCC3,9.9
C[C@@H](C(=O)NCc1ccccc1C[NH+]1CCCCC1)n1cncn1,9.3
Cn1cnn(-c2ccc(Nc3ncnc4ccc(F)cc34)cc2)c1=O,11.1
Cc1c(C(=O)Nc2cc(C(C)(C)C)nn2C)nnn1-c1ccccc1,9.3
COc1ccc(C2=NN(C(C)=O)[C@H](c3ccc([N+](=O)[O-])cc3)O2)cc1OC,9.4
Cc1csc([C@@H]2CCCN(C(=O)Nc3cnccc3C)C2)n1,8.5
Cc1ccc2ncc(C(=O)N[C@H]3CCCC[C@@H]3n3cccn3)n2c1,9.1
Cc1cc(=O)c(C(=O)NCC#Cc2ccccc2)nn1-c1ccccc1F,9.8
CCCSc1nnc(NC(=O)[C@@H]2CC(=O)c3ccccc3O2)s1,9.6
O=C(c1ccco1)N1c2ncccc2Oc2nc3ccccc3nc21,8.1
O=C(C[NH+]1CCN(C[C@@H](O)c2ccccc2)CC1)Nc1ccc(Cl)c(C(F)(F)F)c1,10.2
Cc1ccc(S(=O)(=O)NC2CC2)cc1C(=O)OCc1cccc2cccnc12,11.1
COc1cc(OC)c(C[N@@H+]2C[C@H]3CCC[C@H]3C2)c(OC)c1,7.0
COc1ccc2c(c1)CCC[C@H]2CC(=O)N[C@@H]1CCC[C@@H](C)C1,10.5
O=C(CSc1ncc2ccccn12)N[C@H]1CCCc2ccccc21,9.9
O=C(CN1CCN(S(=O)(=O)c2cc(Cl)ccc2Cl)CC1)Nc1ccccc1,9.4
CCOC(=O)NCCC(=O)N1CCCC[C@H]1C,7.2
CC1(C)CCC[C@@]1(CC(=O)[O-])[NH+]1CCCCC1,7.6
COC(=O)c1ccccc1[N-]C1=NC(=O)/C(=C/c2ccc([N+](=O)[O-])cc2)S1,9.8
CC[C@@](C)([C@@H](NC)c1ccc(Cl)cc1)[NH+](C)C,7.1
Cn1cc(C#N)cc1C(=O)NCc1ccc[nH+]c1N1CCC(C(N)=O)CC1,9.8
O=C(Nc1cccc(OCc2ccccn2)c1)c1cc(-c2cccnc2)on1,10.5
CS(=O)(=O)N1CCCC[C@@H]1C(=O)Nc1nnc(-c2ccno2)o1,9.1
O=C([O-])CCCc1csc2ccccc12,7.8
C[C@@H]1CCC[C@H](NC(=O)C(=O)NCC[NH3+])C1,7.6
CCc1ccc(CCNC(=O)Nc2ccc(C(=O)N(C)OC)cc2)cc1,9.9
CCCCn1c(=O)c2c(nc3n2C[C@H](C)CN3c2ccc(OC)cc2OC)n(C)c1=O,4.7
C[C@@H](C(=O)Nc1ccc(F)cc1F)n1cc([N+](=O)[O-])cn1,9.4
Cc1ocnc1CNC(=O)C(=O)Nc1ccc(F)cc1C(F)(F)F,9.7
CCn1cc(CN2CCC([N@@H+]3CCC[C@@H](C(=O)N4CCOCC4)C3)CC2)cn1,9.3
C[C@@H](c1ccncc1)N(C)Cc1ccc(S(=O)(=O)C(F)F)cc1,9.0
Cc1ccc(OC(F)F)c(CN2CCC([N@@H+]3CCC[C@@H]3C)CC2)c1,9.4
Cc1ccc(CNC(=O)c2ccc(NC(=O)N3CCSc4ncccc43)cc2)o1,11.5
COc1ccc(-c2nc(Cn3cnc4c3c(=O)n(C)c(=O)n4C)cs2)cc1,10.1
CSc1nc2nc(C)c(CCC(=O)Nc3ccnn3Cc3c(Cl)cccc3Cl)c(C)n2n1,10.6
O=C1NC[C@]2(CCCN(C(=O)CCN3C(=O)COc4ccccc43)C2)O1,9.7
CCc1noc(CC)c1CNC(=O)[C@@H]1Cc2ccccc2C(=O)O1,9.1
c1ccc(-c2cc(-c3ccccc3)[n+](-c3nccs3)c(-c3ccccc3)c2)cc1,9.1
CCc1nnc(NC(=O)CSc2c(C(C)C)cnc3c2c(=O)n(C)c(=O)n3C)s1,8.6
COc1ccc(OC)c(NC(=O)c2oc3ccc(Br)cc3c2C)c1,9.5
C[C@@H]([N@H+](C)Cc1cnc(-c2ccccn2)s1)C1(C)CC1,8.2
COCCS[C@@H]1CCCN(Cc2ccccc2)C1=O,7.3
CCOC(=O)c1ccc(CNC(=O)[C@H]2CCC[N@H+](C)C2)o1,8.4
N#C/C(=C/c1cc(F)c(F)c(F)c1)C(=O)NC1CCCCC1,9.3
C[NH2+][C@@H](CCc1ccc(C)cc1)Cc1c(F)cccc1F,9.2
N#C/C(=C\c1ccc(COc2ccc3c(c2)CCC3)o1)C(N)=O,9.9
Fc1ccccc1C[NH2+]Cc1ccncc1,7.9
COc1cc([C@H]([NH3+])c2ccc(Cl)s2)cc(Cl)c1OC,7.7
Cc1ccc(S(=O)(=O)N[C@H](CC(C)C)C(=O)Nc2ccc(F)cc2F)cc1,10.0
CCc1c(N)nnn1C[C@@H]1CSc2ccccc21,8.3
CCc1cc(OCCn2cc(C#N)cn2)ccc1Cl,8.1
O=C(c1ccccn1)N1CCC[C@@H]1c1ccc(F)cc1,8.4
N#Cc1cccc(NC(=O)c2cc(S(N)(=O)=O)ccc2F)c1,10.6
C[C@@H](C(=O)NCc1cccnc1)[C@H]1Sc2ccccc2N(Cc2ccc(F)cc2Cl)C1=O,9.2
Cc1cc(=O)n(C)cc1NC(=O)c1occc1Br,8.4
CCS(=O)(=O)NCC(=O)NCc1cc(C)c(F)c(C)c1,8.8
Cc1ccc(-c2nc(C(=O)N3CCN(S(=O)(=O)c4cccc([N+](=O)[O-])c4)CC3)cs2)cc1,10.2
COc1ccc(CC(=O)N2CCN(S(=O)(=O)N3C[C@H](C)O[C@@H](C)C3)CC2)cc1,8.6
CCCn1/c(=N/C(=O)C[C@H]2CCCCN2C(C)=O)[nH]c2ccccc21,9.5
CC(=O)N[C@@H](C(=O)Nc1ccc(NCc2ccccc2)c(Cl)c1)C1CCCC1,10.4
Cc1ccc(-c2nnn(CC(=O)N3c4ccc(C)cc4[C@H]4C[N@H+](C)CC[C@H]43)n2)cc1,8.8
CCNC(=O)c1cccc(NC(=O)c2nc3nc(C)cc(C)n3n2)c1,10.5
COc1ccc(N2CCN(Cc3cc(C#N)ccc3F)CC2)cc1,9.3
C[C@@H](NC(=O)NCCc1ccccn1)c1nnc2ccccn12,10.1
CCS(=O)(=O)c1ccc(Cl)cc1C(=O)N(C)CC(F)(F)F,7.9
O=C1N(c2ccccc2)[C@@H]2CS(=O)(=O)C[C@@H]2N1Cc1ccccc1F,9.3
CCCCNC(=O)[C@H]1CC(=O)N([C@@H](C)c2ccccc2)C1,8.6
O=C(c1ccccc1F)N1CCN(S(=O)(=O)c2ccc(F)c(F)c2)CC1,10.1
Cc1nnc(SCc2ccc(C(=O)[O-])cc2)o1,8.5
CC[NH+](CC)C(C)(C)[C@@H](O)c1ccc(F)cc1,7.0
CCN(CC)S(=O)(=O)c1ccc2nc(-c3ccncc3)cc(C(=O)[O-])c2c1,9.0
Cc1cccc(-c2noc(CNc3ccc(C(=O)N4C[C@H](C)O[C@@H](C)C4)cc3)n2)c1,10.3
CCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CC(=O)N3)s1,9.5
Cc1cc(NC[C@@H](c2ccc(F)cc2)[NH+]2CCCC2)nc(N)[nH+]1,9.3
Cc1ccc(NC(=O)CSc2cn(CC(=O)N3CCCC3)c3ccccc23)c(C)c1,10.6
Cc1cc(Sc2ncccn2)ccc1NC(=O)N(C)C1CC1,9.6
Cc1cscc1-c1noc([C@]2([NH3+])CCOC2)n1,8.3
CC1=C(n2nnc3ccccc32)[C@@H](c2ccccc2)C(C#N)=C(N)O1,7.8
C[C@H]1CN(c2nc(Br)cs2)[C@H](C)CO1,6.5
C[NH2+][C@@H]1CC[C@@H](OCCOC(C)C)C1,6.2
O=C1CN(C(=O)Cn2cnc3sc(-c4ccccc4)cc3c2=O)c2ccccc2N1,11.2
Cc1cc(-c2nnc(SCC(=O)c3ccc(Br)cc3)o2)no1,9.0
COc1ccc(/C=C/C(=O)N/C(=C\c2ccc3c(c2)OCO3)C(=O)Nc2cccnc2)cc1,9.7
Cc1cc2nc3c(cn2n1)C(=O)CCC3,7.8
C[C@@H]1Cc2ccccc2N1C(=O)NCCOc1ccc([N+](=O)[O-])cc1,10.6
OCC[C@H]([NH2+][C@H]1CCN(C2CC2)C1)C1CC1,6.6
CCn1c(SCc2ncn(-c3ccccc3)n2)nc2ccccc2c1=O,9.8
CN(C[C@H](CS)c1ccccc1)c1ccccc1F,7.9
CCCCN1C(=O)[C@H](CC(=O)NCC2CC2)Sc2ncccc21,7.9
COc1ccc(-n2nc(C(=O)NC[C@H](C)SC)cc2C)cc1,8.2
O=C(Nc1ccc2c(c1)CCN2C(=O)c1cccnc1)N[C@H]1CC=CCC1,9.8
O=C(NCc1ccc([C@@H](O)c2cccs2)s1)C(=O)Nc1ccccc1F,9.0
CCOCCCNC(=O)N[C@@H]1CCC[C@@H](CC)C1,7.4
O=C1C[C@H](C(=O)N2CCOC[C@@H]2CCO)CN1c1cc(Cl)cc(Cl)c1,9.7
COC(=O)[C@H](C)Oc1ccnc2c(F)cc(F)cc12,7.9
CSC[C@@H](C)N(C)C(=O)N[C@H](C)c1ccc(F)c(Cl)c1,7.3
Cc1ccc(O)c(NC(=O)c2ccc(Br)s2)c1,8.8
CCn1c(C)cc(C(=O)CN2CC[S@](=O)C(C)(C)C2)c1C,7.9
[NH3+][C@H]1CCC[C@@H]1NC(=O)N1CCCC1,7.1
Cc1ccc(C)c(NC(=O)CN(C)C(=O)c2ccc(Cl)nc2)c1,9.1
CC(C)N(C(=O)[C@H](C)c1ccsc1)c1cccc(C#N)c1,7.8
Cc1ccc(-c2cc(-c3ccc(F)cc3)nc(N)n2)o1,9.4
CCCNC(=O)N[C@@H]1CC[NH2+]C1,6.1
CCCN1C(=O)[C@@]2(C(C(=O)OC)=C(N)OC3=C2C(=O)CCC3)c2ccccc21,8.4
COc1cc([C@@H](C)NC(=O)Cc2ccc3c(c2)OCCO3)ccc1OC1CCCC1,9.9
CC(C)[C@@H](NC(=O)[C@H]1CC(=O)N(C)C1)c1ccccc1,8.8
Cc1cc(SCc2nc(N)nc(N)n2)nc2c(C)cccc12,10.1
C[C@H](NC(=O)CN(C[C@@H](C)O)c1ccccc1)c1ccccc1,9.5
CN1C(=O)N(CN2CCN(c3cccc(Cl)c3)CC2)C(=O)C12CCCCC2,10.7
O=C(Cn1cnc2c(cnn2-c2ccccc2)c1=O)c1ccccc1,10.5
C=CCN1C(=O)N[C@@H](c2ccccc2C(F)(F)F)C2=C1CN([C@@H](C)C(=O)N1CCOCC1)C2=O,7.6
COc1ccc(N2C(C)=NS(=O)(=O)c3cccnc32)cc1Cl,6.7
Cc1ccc2[nH]c(C(=O)[O-])c(NC(=O)[C@H]3C[C@H]3c3ccccc3)c2c1,9.0
Cc1ccc(NC(=O)[C@@H]2CC(=O)Nc3nc(N4[C@@H](C)CCC[C@@H]4C)[nH]c(=O)c32)c(Cl)c1,8.2
CC(=O)Nc1ccc(C(=O)/C=C/c2ccccc2Cl)cc1,9.9
CC(=O)Nc1cccc(NC(=O)Nc2ccc(COC(C)(C)C)cc2)c1,9.8
Cn1cc(C(=O)Nc2ccc(-c3cn4c([nH+]3)CCCC4)cc2)c(C(C)(C)C)n1,9.7
O=C([O-])Cc1csc(SC[C@@H]2Cc3ccccc3S2)n1,8.7
CC1CCC(NC(=O)C2CCN(c3ccccc3[N+](=O)[O-])CC2)CC1,10.0
O=C(c1ccc(=O)n(-c2ccc(F)cc2)c1)N1CCCC1,9.6
Cc1sc(NC(=O)CN2CCO[C@@H](CO)C2)c(C#N)c1C,8.0
CCc1n[nH]c(C(=O)N(C)[C@H]2COC[C@H]2C(=O)[O-])n1,7.2
CC[C@@H]1Oc2ccc(NC(=O)c3ccccc3OC)cc2CN([C@@H](C)CC)C1=O,10.1
Cc1nn(-c2ccccc2)c(CN2CC[NH+](C(C)C)CC2)c1C#N,8.0
C[C@H](C#N)CNC(=O)C(=O)Nc1ccc2nc(C3CC3)oc2c1,8.8
CCC(C)(C)NC(=O)[C@H]1CCCN(C(=O)COc2ccccc2)C1,9.5
CCOc1ccc(C=O)c(C)n1,6.3
CCN(C(=O)[C@H]1C=C[C@@H]([NH3+])C1)[C@H](C)CC(=O)[O-],8.4
CCn1c([C@H]2CCCN(C(=O)c3cc(CC(C)C)nn3C)C2)nn(C)c1=O,8.6
C[C@H](Nc1ccc2c(c1)oc(=O)n2C)C(=O)NC(=O)NC1CCCCC1,11.0
CC[NH2+][C@H](CC(C)C)[C@H]1C[N@H+](C)CCN1C,6.3
CC(C)(C)n1cc(C#N)c2c(-c3ccco3)c3c(nc21)-c1ccccc1C3=O,6.1
CO[C@H](C)c1nc(C[NH2+][C@H](c2ccc(F)cc2)C2CCCC2)cs1,8.4
Cc1cc(N2CCCC2)ccc1NC(=O)CN1CCn2c(nn(C)c2=O)C1,9.5
O=C(NC[C@@H](c1ccco1)N1CCc2ccccc2C1)c1ccc(S(=O)(=O)N2CCCCC2)cc1,11.1
COc1ccc([C@H]2C[C@@H](C)[N@H+](CC(=O)N3CCC[C@H](C(N)=O)C3)C2)cc1,9.8
CS(=O)(=O)N1CCCC[C@@H]1C(=O)NCC1(c2ccccc2)CCCCC1,8.8
CC[C@@H](C)n1ncc(C(=O)Nc2nnc(C3CC3)s2)c1C1CC1,8.7
N#C[C@@H]1CN(Cc2coc3ccccc23)CCO1,8.3
CC[C@@H]1CC(=O)N(Cc2ccc(/C=C/C(=O)[O-])cc2F)C1,9.6
C[C@H]1CC[C@](C#N)(C[C@@H]2Cc3ccccc3S2)C1,8.0
CC(=O)Nc1ccc(NC(=O)C[C@H](NC(=O)c2ccccc2Cl)c2ccccc2)cc1,10.3
COc1ccc(CCc2nc3nccc(-c4cccnc4)n3n2)cc1OC,10.2
CCS[C@H]1CCCC[C@@H]1NC(=O)N1CCC[C@@H]1CO,7.7
C[C@@H]([NH2+][C@H]1C[C@@H]1C1CCCCC1)c1ccc2[nH]c(=O)[nH]c2c1,10.2
Cc1ccc(C(=O)N2CCN(Cc3nc4ccccc4c(C)c3Cl)CC2)cc1F,10.3
Cc1ccc(Cl)cc1N1C[C@@H](C)C(=O)NC1=O,8.6
COc1ccc(-c2nc(N)n(S(C)(=O)=O)n2)cc1,8.3
CN(Cc1ncnn1C)C(=O)c1cc([N+](=O)[O-])ccc1Cl,7.9
O=C(CCCO)Nc1ccc(F)cc1F,7.6
CC[C@H](O)CCNC(=O)Nc1ccc(C(C)=O)c(C)c1,9.1
CCCn1nc(C(=O)NC2CCCCCC2)c2ccccc2c1=O,8.6
Cc1cc(NC(=O)[C@H]2CCCN(c3cnc4nccnc4c3)C2)ccc1F,11.3
Cc1ccc(N(CCC#N)C(=O)COc2ccc(F)cc2F)cc1C,8.8
Cc1nc(CN[C@@H]2CCSc3ccc(F)cc32)c(C)s1,8.5
COC(=O)[C@H]1CC(=O)N(Cc2ccc3ccccc3c2)C12CC[NH+](Cc1ccc3c(c1)CCO3)CC2,12.0
C[NH2+][C@@H]1CCC[C@@H](N(C)Cc2ccc(OC)cc2)C1,8.1
Cc1ccc(-c2cc(C(=O)N3CCN(c4cccc(Cl)c4)CC3)c(C)[nH]2)cc1,9.0
Cc1nsnc1COc1ccc(C(=O)N2CCc3ccccc3C2)cc1,9.9
Cc1noc(C)c1CCC(=O)Nc1nc(-c2ccc3c(c2)CC(=O)N3)cs1,10.6
O=C(NC(=S)Nc1ccc2c3c(cccc13)CC2)c1cccc2ccccc12,12.7
C[C@](NC(=O)N[C@@H]1CCC(=O)NC1)(C(=O)[O-])C(F)(F)F,8.3
O=C1Cc2cc(NC(=O)C(=O)N3CC[C@@H](C[NH+]4CCCCC4)C3)ccc2N1,9.8
C[C@H]1CC(=O)N(CC(=O)Nc2cccc3ccccc23)c2ccccc2S1,9.6
Cc1cccc(CN(Cc2ccccn2)Cc2ccnn2C)c1,8.4
Cc1nc(S(=O)(=O)CC(=O)N[C@H](C)C(C)C)[n-]c1Cc1ccccc1,9.4
CC[C@@H](C)N/C([O-])=C/n1ccc2sccc2c1=O,8.0
C[C@H](C(=O)NC[C@H]1CCCO1)n1cc(Br)cn1,7.4
CCn1/c(=N/C(=O)[C@@H]2CCC(=O)NC2)[nH]c2ccccc21,9.3
COc1cncc(N2C[C@@H](C)C[C@@H]([NH3+])C2)n1,6.9
OC1CCC([NH2+][C@H]2CCNC2)CC1,6.9
CNC(SCc1cc2c(cc1Cl)OCO2)=C(C(C)=O)C(C)=O,8.3
Cc1cc(C)n(C(=O)CC[NH+]2CCCCC2)n1,8.0
C=CCO/N=C(\C)c1sc2ncnn2c1C,6.8
Cc1c(C(=O)N2CC[C@H](OCCC(C)C)C2)cnn1C,8.5
Cc1cc(C)cc(CCNC(=O)c2cnc3sc(C)cn3c2=O)c1,9.8
Fc1cc(CN2CCO[C@H]3CCCC[C@@H]32)ccc1N1CCOCC1,9.7
CCC[NH2+][C@@]1(CO)CC[C@@H](Oc2ccccc2CO)C1,7.9
CC1CCN(c2[nH+]cccc2C(=O)[O-])CC1,8.0
COc1ccc(C(=O)NC2[C@H](C)CCC[C@H]2C)c(OC)c1OC,8.2
COc1ccccc1-c1noc2ncnc(NC3CCCCC3)c12,9.1
Cc1nn(C)c2sc(C(=O)N(CC[NH+](C)C)Cc3cccc(Cl)c3)cc12,6.9
COc1cccc(N[C@@H]2CCS(=O)(=O)C2)c1,7.6
CCSc1ccc(Cl)cc1C(=O)NCc1ccc(C(N)=O)o1,8.8
O=C(NCCCO)N[C@@H](Cc1ccc(Cl)cc1)c1ccccc1,8.8
S=c1n(C[NH+]2CCCCCCC2)nc(-c2cccnc2)n1C1CC1,7.3
O=C(CCCn1ccnn1)Nc1nc2c(s1)C[N@H+](Cc1ccccc1)CC2,10.1
CC(C)CC1([C@@H]([NH3+])Cc2nc3ccccc3o2)CCCC1,9.4
CC[C@]1(c2ccc(F)cc2)NC(=O)N(CC(=O)NCCc2ccc(Cl)cc2)C1=O,10.6
C[C@H]1C[C@H]1C(=O)N1CCN(CC(=O)N2CCC(c3ccccc3)=N2)CC1,9.2
C[C@@]1(C2CC2)NC(=O)N(CC(=O)N2CC=C(c3ccccc3Cl)CC2)C1=O,10.5
C=CCNC(=O)c1cccc2c1N[C@@H](c1ccc(OCC)cc1)[C@@H]1CC=C[C@@H]21,9.3
COc1cccc(-c2nn(C)c3sc(C(=O)Nc4ccc(OC)c(OC)c4)cc23)c1,10.3
[O-]c1[nH]c(=S)nnc1Cc1ccc(F)cc1,8.4
O=C(c1ccc(OC[C@@H]2CCCO2)cc1)N1CCC[C@@H](c2nc(-c3ccc(F)cc3)no2)C1,10.2
Cc1ncc([C@@H](C)NCC2(c3ccccc3C)CC2)s1,8.3
Cc1cc(C)c(S(=O)(=O)N(C)C(=O)[C@@H](C)NC(=O)C(C)(C)C)c(C)c1,7.6
Cc1ccc(Oc2nc3c(C)cccn3c(=O)c2/C=C(\C#N)C(=O)NC[C@@H]2CCCO2)cc1,9.0
Cc1ccc2c(c1)CCN2C(=O)N[C@H](C)CC1CC1,9.0
CC(C)Cc1nnc(NC(=O)CSc2nc([O-])c3ccccc3n2)s1,9.6
CCS[C@H]1CC[C@H](Nc2ccc([N+](=O)[O-])cc2C(N)=O)C1,8.5
CC[N@@H+]1CC[C@H](N(C)C(=O)c2cnc(-c3ccsc3)s2)[C@H](C)C1,8.3
O=C(OCC(=O)N1CCOCC1)c1ccccc1F,8.5
CCC[N@H+](C)CCCN1CCOCC1,5.6
COC(=O)c1ccc(C[N@H+](CC(=O)[O-])C(C)(C)C)cc1,8.4
Cn1cc(C(=O)[O-])c(C(=O)Nc2ccc(-c3nc4cc(Cl)ccc4o3)cc2)n1,10.2
C[C@@H](Nc1ncnc(NCC[NH+]2CCCCC2)c1N)c1ccccc1,9.7
Cc1ccc(CCCC(=O)N[C@H](C)C(=O)N2CCS(=O)(=O)CC2)s1,8.7
COC(=O)c1ccc(CNS(=O)(=O)c2ccc(NC(N)=O)cc2)cc1,9.3
